text,target
@Leslie_Mills Luv ur tweets. They cheer me up at this difficult time. Mom's not doing well. Don't know what nxt few wks/mths will bring. ,negative
Some people see things and say &quot; Why?&quot;..But I dream things that have yet to be and I say &quot; Why not ?&quot; - don't let your dreams elude you ,positive
@aniidayy AGREED ,positive
@drilbu That's a sticker you should keep ,positive
Conditioning ,negative
@angryasianguy    I need more followers,negative
@chrisabraham Congratulations on reaching over 7000 followers. You are much loved to have many who support and follow your tweets. ,positive
"so tomorrow/today finishing up hmwk, getting over being sick, then getting ready for another day of school tomorrow ",negative
@streetkingpin  wish I was there!,negative
@Mzcertified  Clean Me!,negative
hasn't had time to plurk lately...feeling left out  http://plurk.com/p/wwmr1,negative
@yoshi831 I'm busy as busy gets... I'm trying to get Twitter on my iPhone... it's having issues.  Suggestions?,negative
Just went to see UP with the family it is truely amazing ,positive
@genababyyy - That sounds great to me!!! Lookin forward to it!  Have a great day girlie!,positive
"cold, tired and sick ",negative
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&amp;d this sat ...is a sad panda ,negative
"Gonna workout early, shower, Dr's appointment, then get ready for garage sale.   Not my favorite thing to do! But, my bride &quot;says so&quot;. lol",negative
me+haniah+rosanne are going to see the jonas brothers in novemberr  M.E.N,positive
It is a beautiful day here in E. Lanisng...to bad i am stuck inside studying. ,negative
@cazob Yay  Another one for me for watch on youtube tomorrow,positive
@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway ,positive
Not long untill paternal leave... four weeks of taking care of the little one  Weedings getting even closer. Most is planed and ready.,positive
@nadineynuisance Still heading into the evening here  But yes. Hehe,positive
"@Fightstarmusic Dammit, you guys just love teasing us! ",positive
urgh looks like another hot day tomorrow ,negative
@mileycyrus almost every day i guess! usually the turn on botton is coffe   BTW congratz for the awards!!!! i'm so happy for ya!!,positive
"Having been at work since 8 I suppose one could leave now, except it being my first day and the CEO is seated behind me still ",positive
@choprasakshi Lucky woman! I'm saving up for mine. ,positive
i'm so sorry folks! my hp is temporarily blocked. sorry!!! ,negative
@webmarketingmav:  Appreciate the #ff @ Thx! ,positive
@badboymoe im in florida homie  dont got the funds to get up there right now,negative
@DJDRAMA when are u comin back 2 toronto i couldnt make it tonite  heard its  craaaazy at Home right now!,negative
olive chews 3 more pair of shoes...very upset ,negative
@SUPREMESMITH too bad starbucks coffee tastes like ass   dunkin donuts on the other hand shoud be free w/ their styrofoam nongreen selves,negative
@Impala_Guy IÂ´m still alone in the office + the boss is coming tomorrow  But i donÂ´t wanna say good bye ,negative
"There may be trouble ahead I fear, ",negative
"@promisesinvain, I think you should cook for me some time soon ",negative
i think im losing my voice ,negative
@jesshatchigan Congrats ,positive
@Joyfullyblessed am i the second best thing? ,positive
I had an awful dream ,negative
@jendavis I understand! I've put 70k on the car I've had for just 3 years ,negative
sad that i wont get to see fabulous kate thomas perform in ny ,negative
@heLLobrOOklyn I'll save u some babe  I heart my once in a blue moon bf! See u in 3-6 months honey!,positive
"Heading to the airport, boo   goodbye, sunny Florida! Goodbye Kostyas and Hiltz's! Goodbye alligators!  We will miss thee.",negative
"went to watch rup today, pfft district league is pathetic ",positive
is sad n worried. My aunt is fighting for her life in ICU now... ,negative
@mitchelmusso i won't be there cuz i'm in jersey  but i am totally buying the album no doubt! ,negative
"Recovering from my Birthday. Watched &quot;UP&quot; Sad and funny movie, but doug reminded me of too much off my Dog Beavis that passed away ",negative
"Bout to go swimming with my lil sis, my GF and her lil bro.. Today is an awesome day.. ",positive
"@BillieJArmstrng new album rocks!! would love to come see u when u do ur UK tour, tickets sold out b4 me and my friend could get em  xoxox",negative
"please get this woman off-stage, shes killlllinggggg nintendo ",negative
omg!  this Air France story tugged on my heart strings.....my prayers are for all those affected ,negative
I love Jane Austen. I read her books whenever I have free time ,positive
@limeice you're quite kicked about it ,positive
@unmarketing I won't make it    you will have to be funny without me.,negative
"I am at home, waiting to get to work.. ",positive
"@nattydapie hey I'm good  just ended up coming back home and played singstar, yea we can have our sundays back ) xx",positive
Twitterberry is pissin me off..... On another note I'm starting to not feel good again  And sad panda status.,negative
"must beat HIM with the amount of followers i have, i need to win ",negative
UP is so cute already ,positive
"@leftwanting hey, did @sarah_marina's song pass already?! I'm listening to NKairplay now! ",positive
I know that I have issues but you're pretty fucked up too....so don't judge me ,positive
clean up.. study.... fun weekend... ,negative
@CASSANDRAPANTS me toooo  you're going to have the besttt time! I want a play by play down to the minute!! Well the hour at least,negative
@blueredhead09 have fun!! You'll have to tell me all about it! ,positive
Nothing like being in work on the ONLY nice day of a long weekend!  ,negative
Ryan Howard hit a Grand Slam ,positive
"@GimmeTOKYO that... Actually looks pretty cool, I wanna play too ",negative
@JefferyPatch LOL definantly not hot haha. And I would for sure cry if u kicked my unhealed boobs ,negative
I just kinda died and woke up again. ,positive
"Just when one feels that all is well, life has a way to hit you on the head and bring you down ",negative
@XGraceStAcKX the numbers are in a machine sorry  maybe it wasn't me who called?,negative
"feeling sick   going to beed , nighty night!!",negative
im putting skins on my ipod ,positive
"oh yaya, i can text to twitter now ",positive
good morrnig!! just got out of the shower and now im gunna go eat and have a coffee!! peace out ,positive
feeling MUCH better this morning.  The flu is NO JOKE!  ,positive
"@cmartini86 Yeah, we didn't see a lot of people!  it was just a bad week to come, I should be back in a month though! hopefully...",negative
"@thecoffeewhore I'm sowwy.   It sucks, I know, I've been there. Yay for half days though!",negative
"@allykc Since we stayed at TI, there was too much distraction between us and Mandalay so we never made it. Made it down to Planet H... ",positive
"right on with work  cant concentrate at all today, again)",negative
a bird decided to take a shit on me today  it was not nice,negative
"@meganabbott oh come on, she is AWESOME. ",positive
Okay...now I'm going to bed ,positive
GdNight im EXHAUSTED love ya'll xoxo ,positive
jesse ruben you may enter my heart ,positive
@FZeringue @thestorylady Thanks so much for the #followfriday!  I appreciate it and wish you an amazing weekend!  ,positive
"im so happy today, coz david archuleta is finally here  and he's so cute and so friendly! hope to meet him (dreaming)",positive
At Jasmine's. She made pasta and caprese salad. Love it! Made cake for her but i dropped it. I am the clots!!! What a waste! ,negative
Shelby and her &quot;Wobble&quot;  (but its cute) - http://qik.com/video/1907189,negative
"without my glasses , i can't even read something on mac screen  my eye is seriously getting bad",negative
@Claire_Cordon Too hot out there for me!! - will burn to a crisp in minutes ,negative
Nite at the company ,negative
@amelyaa iyaa mel rabu yaaa  hihihi me too cant wait ,positive
"@AddieBef Lol  I was wrong then ahah, you were supposed to wrap it up in that nasty goo thing.",negative
cant go to chillis with my niggas ,negative
@REGYATES madina lake - never take us alive ,positive
listen to my music  www.reverbnation.com/andrewdooley,positive
effffffff... I'm smart enough to earn scholarships I just have trouble finding them ,negative
@AmandaAzzarello  see you soon i will cheer you up!,negative
has crashed internet  http://plurk.com/p/13v6ht,negative
"is fed up, fed up, fed up, fed up. It feels like we never get a break ",negative
http://twitpic.com/4hi5w - DEAR GOD IT'S OVERWHELMING. Now I get why they call me fruity.  Wow that was corny,positive
@JACKtheTRIPPER hi sweet pea. ,positive
Almost home. Thank goodness ,positive
is listening to music ,positive
@bostongrlkayte AHHHHHHHHHHHHHHHH!!! I'm gonna cry ....again!!!! ,negative
@Blink_LapSap Take a photo with Steve tonight and post it on TwitPic please&amp;Thanks!  ,positive
@tommcfly love your random photos lol i really wish i could be there lol i wanna see u live sooo baddd i will see u in june though  xx,positive
@TotesMcGotes See that's what I need but haven't had time to get more powder  must do that tomorrow....,negative
@MyIdolsAlways i know! is in the only thing that i belive! belive me girl! im soppourt u! ,positive
"Bit worried about my usability testing talk at #atmedia09 tomorrow. It's quite a dry, practicle subject so may send a few people asleep ",negative
@WhitneyC89 lol didint know about the talking back and forth this is pretty ok now lol ,positive
I really don't wanna leave Paige...anyone but Paige.  #thisfuckingsucks,negative
@IndieNorth Thanks so much for the #FollowFriday shout out ,positive
Eating at Lord's kitchen ,positive
@kentwalls i heard once u get 1 they r addictive. i can't wait to get my first tat but have to wait till i move out.house rule no tats ,negative
@Shamoneyy Well u dont have to worry cuz ill be out of here by 2010.  Hopefully. LOL,positive
@b50 see how misinformation spreads! see reply to @ravikapoor . i din ask her4her or her4him or him4him. will ask only for moiself ,positive
81. - todayilived:  http://tumblr.com/xuw1wb0uv,positive
@markedwoman that's so cool!! But too tempting at work ,positive
@StrictlyRunnin6 welcome...need a pix!  My wife needs to talk to u. My have your injury.  http://myloc.me/425W,negative
